Country Code,Country Name,pop_change(%),Net Migration (% of population),Avg Birth Rate (per 1000),LE_change(%),gdp_change(%),Capital,Continent,2020 Population,1990 Population,Area (km²),Density (per km²),World Population Percentage
ALB,Albania,-13.155194730510061,-41.97355592565252,15.644666666666668,8.391665755222583,659.2517947330703,Tirana,Europe,2866849,3295066,28748,98.8702,0.04
DZA,Algeria,67.35341389792976,-2.8036199053105526,23.809833333333334,13.435979589414965,176.8267173999149,Algiers,Africa,43451666,25518074,2381741,18.8531,0.56
AGO,Angola,173.51913212662353,8.69960694148819,46.19669999999999,49.06547633256152,517.246067349179,Luanda,Africa,33428485,11828638,1246700,28.5466,0.45
ARG,Argentina,37.6897612472611,-0.8048430315164661,18.744500000000002,7.661874512426168,216.76594600713113,Buenos Aires,South America,45036032,32637657,2780400,16.3683,0.57
ARM,Armenia,-20.69250470752605,-41.20002991936355,14.94136666666667,9.616250853663844,503.46760304673916,Yerevan,Asia,2805608,3556539,29743,93.4831,0.03
AUS,Australia,48.49122139605399,21.048172111322287,13.48,7.669840782015081,347.03853786034927,Canberra,Oceania,25670051,17048003,7692024,3.4032,0.33
AUT,Austria,15.656336083669256,13.867906125039786,10.12,8.372333217572443,167.0989949718556,Vienna,Europe,8907777,7678729,83871,106.5877,0.11
AZE,Azerbaijan,39.70736704203367,-1.6198510152892385,17.733333333333334,17.240826276623057,443.84965530858886,Baku,Asia,10284951,7427836,86600,119.6082,0.13
BHR,Bahrain,188.777738694827,53.64291019215492,19.339166666666664,10.115869433588353,813.8359909523524,Manama,Asia,1477469,517418,765,1924.4876,0.02
BGD,Bangladesh,54.474895581238634,-9.675361722746453,25.5721,30.036257121934668,1011.571007509665,Dhaka,Asia,167420951,107147651,147570,1160.035,2.15
BLR,Belarus,-7.552887584171235,0.5002369817369542,10.716666666666667,4.786006951481041,197.5041440831409,Minsk,Europe,9633740,10428525,207600,45.9295,0.12
BEL,Belgium,15.265808594215189,10.86007183231787,11.403333333333334,7.814619657565165,160.95835037889856,Brussels,Europe,11561717,9959560,30528,381.8111,0.15
BEN,Benin,139.42023824667342,0.9710016659336681,41.252399999999994,13.439165353148674,634.2827304237646,Porto-Novo,Africa,12643123,5133419,112622,118.5635,0.17
BTN,Bhutan,37.42859598669154,-11.295715140119812,23.79176666666667,27.556818181818183,781.4826798044446,Thimphu,Asia,772506,558442,38394,20.3796,0.01
BOL,Bolivia,65.96664352750221,-5.101944741701185,28.22566666666667,20.23855942717382,740.156731203763,Sucre,South America,11936162,7096194,1098581,11.1272,0.15
BWA,Botswana,86.33995142656511,7.646252085298877,28.800299999999996,8.145969966794967,340.4599249653374,Gaborone,Africa,2546402,1341474,582000,4.5194,0.03
BRA,Brazil,40.526754907351474,0.027972685893502342,18.213133333333335,14.174433583390178,379.43315776272885,Brasilia,South America,213196304,150706446,8515767,25.2841,2.7
BGR,Bulgaria,-19.98704103523065,-5.333779362242379,9.386666666666665,4.8445851673034594,234.02273923162076,Sofia,Europe,6979175,8767778,110879,61.1654,0.09
BFA,Burkina Faso,129.44705613982407,-4.106086494033175,43.53743333333333,21.4381067961165,421.657326958371,Ouagadougou,Africa,21522626,9131361,272967,83.0641,0.28
BDI,Burundi,116.54424227902112,-6.909657795018513,43.43126666666667,38.990191707534564,127.58731510740586,Bujumbura,Africa,12220227,5483793,27834,463.0874,0.16
CMR,Cameroon,125.55702627701977,-1.3345117431309568,40.438333333333325,12.240285776773336,222.14897109901477,Yaounde,Africa,26491087,11430520,475442,58.7128,0.35
CAN,Canada,35.787954976787155,19.376371829552884,11.490000000000002,5.976120721696275,193.30392470493157,Ottawa,North America,37888705,27657204,9984670,3.8513,0.48
CPV,Cabo Verde,58.27991321115966,-13.614587194254844,26.4926,16.887870445842232,545.7814168797846,Praia,Africa,582640,364563,4033,147.0739,0.01
CAF,Central African Republic,85.43660324339025,-23.7640369917485,43.20476666666668,10.859272690641685,54.1808725305592,Bangui,Africa,5343020,2809221,622984,8.9555,0.07
TCD,Chad,176.7577662114521,5.0233910230671635,49.68469999999999,19.184979635680044,550.8061182098211,N'Djamena,Africa,16644701,5827069,1284000,13.8032,0.22
CHL,Chile,42.69409695127015,7.365684636937902,15.7954,10.68151128503322,741.293542826325,Santiago,South America,19300315,13342868,756102,25.9274,0.25
CHN,China,24.010183362183255,-0.9771680699036152,14.248999999999999,14.650393353429909,3857.207544241779,Beijing,Asia,1424929781,1153704252,9706961,146.8933,17.88
COL,Colombia,53.942520186177326,0.9940112792311433,20.161233333333332,11.811665986830612,575.339410165582,Bogota,South America,50930662,32601393,1141748,45.4339,0.65
COM,Comoros,83.4727766579529,-12.128090466858414,35.32173333333334,14.734957020057296,178.15594829027944,Moroni,Africa,806166,431119,1862,449.3953,0.01
CRI,Costa Rica,60.99191546719025,6.528254710028225,18.4995,3.650006524859712,1027.8219763625186,San José,North America,5123105,3158253,51100,101.3861,0.06
CUB,Cuba,6.493250949496926,-5.7506645399201775,12.100100000000001,4.824484393360259,261.0627464198938,Havana,North America,11300698,10626680,109884,102.0366,0.14
CYP,Cyprus,55.84476854787571,26.939091950969,13.25546666666667,10.68548661254571,364.02969765352015,Nicosia,Europe,1237537,788500,9251,135.2814,0.02
CZE,Czechia,3.2759447439868272,3.5185912076638077,10.296666666666669,10.990385201473433,520.0699886162216,Prague,Europe,10530953,10301192,78865,133.0627,0.13
DNK,Denmark,13.100388858922466,8.530143369990274,11.763333333333337,8.88419378006424,150.63762685627898,Copenhagen,Europe,5825641,5144623,43094,136.4984,0.07
DJI,Djibouti,86.07835085840814,7.308285594370527,30.181933333333333,13.670762910375139,582.8790264689804,Djibouti,Africa,1090156,577173,23200,48.3125,0.01
DOM,Dominican Republic,52.642388754445925,-10.06470198079095,23.893300000000004,9.63641782148711,1157.3562240477345,Santo Domingo,North America,10999664,7129004,48671,230.7087,0.14
COD,"Congo, Dem. Rep.",149.8278223566317,0.10246362684621053,44.760099999999994,24.022139462150978,453.7661433396219,Kinshasa,Africa,92853164,35987541,2344858,42.2244,1.24
ECU,Ecuador,65.97139266382815,-2.2093737700620544,23.62666666666667,11.462479090961525,609.4036823174714,Quito,South America,17588595,10449837,276841,65.0229,0.23
EGY,"Egypt, Arab Rep.",84.6008110163432,-0.12813717999858026,27.589533333333335,11.243101674305496,605.1853329911352,Cairo,Africa,107465134,57214630,1002450,110.7188,1.39
SLV,El Salvador,17.011506417058197,-35.99053384979784,23.8566,16.001598721023182,457.9845253390955,San Salvador,North America,6292731,5367179,21041,301.145,0.08
GNQ,Equatorial Guinea,233.59130832629864,39.09847516571055,39.847633333333334,21.203303185214313,10035.74202428551,Malabo,Africa,1596049,465549,28051,59.7094,0.02
SWZ,Eswatini,36.95526170037623,-23.89020885302803,31.694233333333333,-4.000190258751897,303.2700913267767,Mbabane,Africa,1180655,854011,17364,69.2047,0.02
ETH,Ethiopia,138.3566982739677,2.835371478704822,41.057733333333346,47.76129452162402,687.7722949920961,Addis Ababa,Africa,117190911,47878073,1104300,111.7268,1.55
FJI,Fiji,17.687044321720077,-35.22783927199738,23.99003333333333,3.6407766990291344,309.99054369061054,Suva,Oceania,920422,780430,18272,50.8847,0.01
FIN,Finland,10.732626200984232,5.889073287427519,11.110000000000005,9.583547963600662,89.84643448012557,Helsinki,Europe,5529468,4986545,338424,16.3722,0.07
FRA,France,16.096732068617253,3.0673436341983606,12.643333333333334,8.129019934725862,115.01047920704708,Paris,Europe,64480053,56412897,551695,117.1419,0.81
GAB,Gabon,128.1506732259915,13.559434474348016,33.153666666666666,10.43259106962246,183.49416415547256,Libreville,Africa,2292573,983028,267668,8.9252,0.03
GMB,"Gambia, The",141.0959470159982,-2.5210318413950814,41.64386666666666,24.232740310606225,471.965745154405,Banjul,Africa,2573995,1040616,10689,253.1567,0.03
GEO,Georgia,-22.528925447730114,-46.734601704896214,14.147366666666668,7.429557384959574,125.32317082560351,Tbilisi,Asia,3765912,5391636,69700,53.7214,0.05
DEU,Germany,4.607570737356623,9.848090081788826,9.123333333333331,8.266626299779336,119.46694361816816,Berlin,Europe,83328988,79370196,357114,233.4544,1.05
GHA,Ghana,104.06762952141719,-0.7365751804711812,34.26786666666666,16.396979503775615,1060.3924122935168,Accra,Africa,32180401,15446982,238533,140.3406,0.42
GRC,Greece,5.1466186620262535,3.7290852529933733,9.446666666666667,6.108733555257917,109.67893584608252,Athens,Europe,10512232,10302255,131990,78.68,0.13
GTM,Guatemala,83.46756919663451,-10.34799021335386,31.377033333333333,17.056968610439696,908.7471639877604,Guatemala City,North America,17362718,9084780,108889,163.8725,0.22
GIN,Guinea,102.66359990211113,-7.744490810061147,40.851866666666666,27.05301676453068,404.09142161555627,Conakry,Africa,13205153,6354145,245857,56.3716,0.17
GNB,Guinea-Bissau,102.39894982389212,-5.87090795948924,40.22513333333334,29.305071786594176,490.107668224906,Bissau,Africa,2015828,973551,36125,58.2856,0.03
GUY,Guyana,6.911510394637513,-43.79077399184536,24.24473333333333,10.749018665384916,1204.5868841810102,Georgetown,South America,797202,747116,214969,3.7621,0.01
HTI,Haiti,61.15385676150353,-9.491595297938396,29.98066666666666,21.293062765455392,377.5340920284658,Port-au-Prince,North America,11306801,6925331,27750,417.4773,0.15
HND,Honduras,97.07832647369982,-3.6999844724872255,29.813733333333335,11.707003050135656,409.64713112951523,Tegucigalpa,North America,10121763,5053234,112492,92.7431,0.13
HKG,"Hong Kong SAR, China",31.61363835568411,13.247797523538493,9.6,9.947676990477703,371.935611757784,Hong Kong,Asia,7500958,5838574,1104,6783.3922,0.09
IND,India,58.89581364876035,-0.7040276862046285,24.38063333333333,20.899543067585068,782.1605151738898,New Delhi,Asia,1396387127,870452165,3287590,431.0675,17.77
IDN,Indonesia,47.99245963466136,-0.6138896501874589,21.214766666666662,11.612668365489618,954.3522295814059,Jakarta,Asia,271857970,182159874,1904569,144.6529,3.45
IRN,"Iran, Islamic Rep.",55.1506929223048,4.72162715095034,19.3073,18.232945453415574,127.33769719500371,Tehran,Asia,87290193,55793629,1648195,53.7258,1.11
IRQ,Iraq,135.3755987029615,1.6673899069872815,34.8414,22.488234790793197,29.504234845461397,Baghdad,Asia,42556984,17658381,438317,101.5158,0.56
IRL,Ireland,40.42050396502649,12.608503897937506,14.656666666666665,10.496697444842052,709.8912446668237,Dublin,Europe,4946119,3485374,70273,71.4799,0.06
ITA,Italy,5.306560877755062,7.494742667865515,9.126666666666669,8.479624819718383,70.27310746516314,Rome,Europe,59500579,56756561,301336,195.9191,0.74
CIV,Cote d'Ivoire,119.53287592334185,-6.739791546559705,41.34010000000001,12.767332661635255,442.2400677093803,Yamoussoukro,Africa,26811790,11910540,322463,87.3295,0.35
JAM,Jamaica,17.63117519429104,-19.470041413399624,18.708966666666672,-0.7426974994467888,244.72988075126517,Kingston,North America,2820436,2392030,10991,257.2447,0.04
JPN,Japan,2.5551110319247154,2.630868694299731,8.820666666666666,7.001184904452209,63.53700499869127,Tokyo,Asia,125244761,123686321,377930,327.9753,1.55
JOR,Jordan,207.38157098213605,39.1500831848184,29.57903333333333,8.861339364961202,981.5440488764882,Amman,Asia,10928721,3480587,89342,126.3221,0.14
KAZ,Kazakhstan,13.247326890139465,-18.31430752046811,19.610333333333337,7.087586545005055,574.5213205287998,Nursultan,Asia,18979243,16866563,2724900,7.1188,0.24
KEN,Kenya,119.97607401934587,-2.6236168232227017,37.056366666666676,7.385607534036251,1070.9728686271098,Nairobi,Africa,51985780,23162269,580367,93.0919,0.68
KWT,Kuwait,165.15011301910874,28.56486503190464,20.3599,8.7389637150148,639.085318049574,Kuwait City,Asia,4360444,1674938,17818,239.5821,0.05
KGZ,Kyrgyz Republic,47.0258699216615,-17.363331305197562,24.58,4.835368895482326,231.62714295327103,Bishkek,Asia,6424874,4394734,199951,33.1612,0.08
LAO,Lao PDR,67.16069722093907,-11.589263554162514,31.149933333333333,26.85569601400034,2065.137329297504,Vientiane,Asia,7319399,4314443,236800,31.7968,0.09
LBN,Lebanon,60.89008542727551,-0.05883352405876228,19.9481,22.894145017448643,1730.3333662365624,Beirut,Asia,5662923,3593700,10452,525.2334,0.07
LSO,Lesotho,23.719050115147496,-19.74984961608309,29.732433333333333,-8.796592477861209,311.45517886527637,Maseru,Africa,2254100,1798997,30355,75.962,0.03
LBY,Libya,55.04164165869913,-11.168092454695143,23.115266666666674,4.378952220445682,139.6121339606689,Tripoli,Africa,6653942,4236983,1759540,3.8717,0.09
LUX,Luxembourg,62.3676836454105,39.28288737546801,11.933333333333332,9.545159011591412,446.41813705543615,Luxembourg,Europe,630399,381267,2586,250.425,0.01
MAC,"Macao SAR, China",89.4922436020067,43.84621454215489,11.094899999999999,9.756664600123996,1600.4507085839648,Concelho de Macau,Asia,676283,350227,30,23172.2667,0.01
MDG,Madagascar,131.7065173904855,0.028815785387702464,38.46423333333334,27.428869847778582,258.7754535754479,Antananarivo,Africa,28225177,11882762,587041,50.4423,0.37
MWI,Malawi,97.77777311886739,-8.929009826520941,42.54113333333334,48.00221591302542,486.21532805656705,Lilongwe,Africa,19377061,9539665,118484,172.22,0.26
MYS,Malaysia,87.26904649606035,16.489628182419157,20.8154,6.244828698444757,729.4873720410142,Kuala Lumpur,Asia,33199993,17517054,330803,102.5934,0.43
MDV,Maldives,124.26863800637456,30.884278203889153,23.137799999999995,26.012142565038214,2508.4901274920567,Malé,Asia,514438,224957,300,1745.9567,0.01
MLI,Mali,129.9314054537125,-8.66283890358137,46.1115,27.979407979407974,544.325773327186,Bamako,Africa,21224040,8945026,1240192,18.2178,0.28
MLT,Malta,42.32204873365898,24.769293151502158,10.9,9.196841358868745,517.3866527509108,Valletta,Europe,515357,365392,316,1687.6139,0.01
MRT,Mauritania,118.53389809808144,-5.368648781290904,37.49876666666667,9.899615191567666,435.27435063186414,Nouakchott,Africa,4498604,2006027,1030700,4.5951,0.06
MUS,Mauritius,19.544851361242944,-6.288874185518862,14.993333333333332,6.96057070587996,444.0536161026073,Port Louis,Africa,1297828,1090290,2040,636.9946,0.02
MEX,Mexico,53.064923986937515,-6.540862001900247,22.494300000000003,6.046790813336946,385.73801740834585,Mexico City,North America,125998302,81720428,1964375,64.9082,1.6
MNG,Mongolia,49.55032147653895,-5.719129314185399,23.669166666666666,22.219007912873312,454.76564200222833,Ulaanbaatar,Asia,3294335,2161433,1564110,2.1727,0.04
MAR,Morocco,47.7541932473218,-8.573123560847137,22.73503333333333,18.93095055085831,327.1687748742035,Rabat,Africa,36688772,24570814,446550,83.883,0.47
MMR,Myanmar,32.27132980759162,-6.915982663258813,21.786200000000004,17.558814704999907,3273.5343042465984,Nay Pyi Taw,Asia,53423198,40099553,676578,80.0784,0.68
NAM,Namibia,78.71616809507009,-4.6111611243679,31.901066666666672,0.9264592933947782,349.5404160903849,Windhoek,Africa,2489098,1369011,825615,3.1092,0.03
NPL,Nepal,46.98061277912047,-20.470954359330154,27.92043333333333,26.854266591286287,842.4011828915187,Kathmandu,Asia,29348627,19616530,147181,207.5511,0.38
NLD,Netherlands,16.007506934082244,6.576637186379751,11.613333333333335,6.808375632657407,185.92691255328572,Amsterdam,Europe,17434557,14944548,41850,419.6897,0.22
NZL,New Zealand,49.53450657697159,18.670333373450475,14.484000000000002,8.396699559672525,369.1381316751914,Wellington,Oceania,5061133,3397389,270467,19.1716,0.07
NIC,Nicaragua,57.62080694069284,-16.92579260034022,26.910799999999995,17.36718650944592,1147.8644419351135,Managua,North America,6755895,4227820,130373,53.2962,0.09
NER,Niger,180.0666447806669,-0.79943318109133,50.59043333333332,50.2843352766893,267.74330002044644,Niamey,Africa,24333639,8370647,1267000,20.6851,0.33
NGA,Nigeria,113.52316176767519,0.14227984052016782,42.179899999999996,14.929296001042635,729.3021260856951,Abuja,Africa,208327405,95214257,923768,236.5759,2.74
MKD,North Macedonia,1.5908626173701454,-7.831117133574771,12.775190888333334,7.536638186102761,168.24013392106426,Skopje,Europe,2111072,2044174,25713,81.4218,0.03
NOR,Norway,26.085819714047453,13.754711076401376,12.586666666666668,8.389658490546818,238.0367637237879,Oslo,Europe,5379839,4241636,323802,16.7828,0.07
OMN,Oman,155.06826176875452,33.1913076538419,24.465700000000005,11.779542002235532,653.6201562201292,Muscat,Asia,4543399,1804524,309500,14.7861,0.06
PAK,Pakistan,93.47145623988008,-11.491405224868622,34.51383333333333,11.137748476675654,702.0634828579149,Islamabad,Asia,227196741,115414069,881912,267.4018,2.96
PAN,Panama,72.75866460296623,3.793370744481855,22.562666666666665,9.44202990280885,941.1057439368278,Panama City,North America,4294396,2449968,75417,58.4561,0.06
PNG,Papua New Guinea,146.89663987216466,17.00701206746275,32.14006666666666,9.63312737562999,668.7396693232105,Port Moresby,Oceania,9749640,3864972,462840,21.9139,0.13
PRY,Paraguay,60.86997545079751,-11.995518839393378,25.98736666666667,8.35541033792536,552.5222133686439,Asunción,South America,6618695,4059195,406752,16.6705,0.09
PER,Peru,48.46765578280689,-8.367727358450038,23.001666666666665,16.9723220594108,764.5197166613282,Lima,South America,33304756,22109099,1285216,26.4933,0.43
PHL,Philippines,79.3092592398259,-4.487380116548067,27.484233333333336,9.036702119589137,646.061735712599,Manila,Asia,112190977,61558898,342353,337.5434,1.45
POL,Poland,-0.3812753041908193,-1.027687258588445,10.683333333333334,9.89506279579889,803.4182109876699,Warsaw,Europe,38428366,38064255,312679,127.4698,0.5
PRT,Portugal,3.0355442503609558,3.459417633830881,10.066666666666665,10.423399066601144,204.8853141472148,Lisbon,Europe,10298192,10007346,92090,111.5307,0.13
PRI,Puerto Rico,-9.706135142776365,-24.969341943044803,13.086,7.0009473541751275,243.50502626804104,San Juan,North America,3271564,3543776,8870,366.675,0.04
QAT,Qatar,535.588385124809,120.84489875065792,15.840533333333333,9.472574409991614,2288.960629857764,Doha,Asia,2760385,441675,11586,232.6189,0.03
COG,"Congo, Rep.",133.53111696608795,5.106981149719312,37.0478,12.19647391195508,355.57327426846274,Brazzaville,Africa,5702174,2385435,342000,17.4574,0.07
ROU,Romania,-16.50812101715231,-10.912182120499748,10.51333333333333,8.41123456288125,543.7134864278321,Bucharest,Europe,19442038,22836234,238391,82.4665,0.25
RUS,Russian Federation,-2.4080288434216675,7.507766343948977,10.889999999999999,6.093834646887504,227.6052893303974,Moscow,Europe,145617329,148005704,17098242,8.4636,1.81
RWA,Rwanda,75.34282281793267,-7.07648081194781,37.75376666666667,37.17866655654434,306.1009157883189,Kigali,Africa,13146362,7319962,26338,523.0731,0.17
SAU,Saudi Arabia,123.8543738510842,18.553127042350663,25.035399999999996,12.11927829668735,583.1726600357052,Riyadh,Asia,35997107,16004763,2149690,16.9368,0.46
SEN,Senegal,112.32456046648613,-8.808833764955635,38.1125,20.330828123902524,216.58660244585977,Dakar,Africa,16436119,7536001,196722,88.025,0.22
SLE,Sierra Leone,86.03713701522267,-4.806155986930716,41.177633333333326,36.76600767187963,527.508813251124,Freetown,Africa,8233969,4325388,71740,119.95700000000001,0.11
SGP,Singapore,87.17827123997253,46.7797037060231,11.95,11.023290466959674,938.8155754514573,Singapore,Asia,5909869,3022209,710,8416.4634,0.07
SVK,Slovak Republic,2.9242221495486005,0.0667885885437949,11.063333333333334,9.492339006328908,729.3468509548273,Bratislava,Europe,5456681,5261305,49037,115.0856,0.07
SLB,Solomon Islands,108.22127827597163,-10.467150537849642,34.633966666666666,7.630902862735517,653.5241130982198,Honiara,Oceania,691191,324171,28896,25.0648,0.01
SOM,Somalia,128.33377339016351,-8.183009553012054,48.4806,21.171850122067735,607.1632754445515,Mogadishu,Africa,16537016,6999096,637657,27.5971,0.22
ZAF,South Africa,45.66347698718854,0.46562521930747963,23.2169,4.418145956607491,208.24130489972075,Pretoria,Africa,58801927,39877570,1221037,49.0517,0.75
KOR,"Korea, Rep.",20.750379706607173,-0.14446377445002517,11.2,16.242548113124286,482.7828124558877,Seoul,Asia,51844690,44120039,100210,517.0722,0.65
ESP,Spain,21.27112076309245,16.6056412607037,9.696666666666665,9.102509567970934,159.86331419284738,Madrid,Europe,47363807,38889889,505992,93.9909,0.6
LKA,Sri Lanka,25.841456157010985,-8.866105652339842,17.982166666666668,5.673808166613377,1008.1783218662603,Colombo,Asia,21715079,17204094,65610,332.7563,0.27
SDN,Sudan,104.97997571083548,-8.029419781692635,37.984400000000015,32.46199630016891,-3.8736495612451236,Khartoum,Africa,44440486,21090886,1886068,24.8529,0.59
SUR,Suriname,45.43725590906008,-7.915645417780046,23.163333333333334,12.47392184337537,933.9960285787848,Paramaribo,South America,607065,412756,163820,3.7727,0.01
SWE,Sweden,20.096800557552516,14.394436864499857,11.713333333333333,7.187457731336762,103.8908365986114,Stockholm,Europe,10368969,8548406,450295,23.4276,0.13
CHE,Switzerland,27.693481322888076,18.76163567384543,10.726666666666665,8.625360766087299,171.43217290528438,Bern,Europe,8638613,6711693,41284,211.7157,0.11
SYR,Syrian Arab Republic,61.96516623907365,-26.184856564445457,28.7667,2.8717934027529255,-6.112653178669106,Damascus,Asia,20772595,12408996,185180,119.4797,0.28
TJK,Tajikistan,72.33747272908492,-16.038820556991958,32.3123,14.525121608300081,215.40705150191047,Dushanbe,Asia,9543207,5417860,143100,69.5513,0.12
TZA,Tanzania,128.46886813605977,-4.035979166991709,40.9324,30.11362532776535,1335.561383170423,Dodoma,Africa,61704518,26206012,945087,69.3034,0.82
THA,Thailand,29.1142783216102,3.94680341723311,13.719866666666668,12.10873731279722,537.5222246728305,Bangkok,Asia,71475664,55228410,513120,139.7276,0.9
TGO,Togo,112.67303190678304,-1.0020759893460216,37.61973333333333,12.012139047268725,343.39678502668875,Lomé,Africa,8442580,3875947,56785,155.8281,0.11
TTO,Trinidad and Tobago,20.010532815167252,-6.812267694680695,15.312399999999998,8.723927818139234,370.59111704814524,Port-of-Spain,North America,1518147,1266518,5130,298.4491,0.02
TUN,Tunisia,42.763994837454824,-4.799891768093814,19.1529,8.391099700470683,240.96156553098237,Tunis,Africa,12161723,8440023,163610,75.5218,0.15
TUR,Turkiye,53.673267402916366,0.6069612760784149,20.29616666666667,14.950745100355919,404.35172157476967,Ankara,Asia,84135428,54324142,783562,108.9145,1.07
TKM,Turkmenistan,65.5365539887073,-4.646867431315341,25.983966666666664,7.918484805830561,1318.759142991251,Ashgabat,Asia,6250438,3720278,488100,13.1751,0.08
UGA,Uganda,144.21438331277793,-6.9881496392790305,45.591366666666666,35.63077320586525,721.3239928402119,Kampala,Africa,44404611,17586630,241550,195.61,0.59
UKR,Ukraine,-14.463277151898001,-1.5638071089077696,9.833333333333334,2.467640907639479,89.06041581358865,Kiev,Europe,43909666,51589817,603500,65.7858,0.5
ARE,United Arab Emirates,384.78552493986007,97.15625035997742,16.05343333333333,10.884561891515984,724.4143935575569,Abu Dhabi,Asia,9287289,1900151,83600,112.9322,0.12
GBR,United Kingdom,16.749598838979864,8.835322593348584,12.299999999999999,7.01681078281103,161.35550737762654,London,Europe,67059474,57210442,242900,277.9289,0.85
USA,United States,31.53032893603554,14.376629026411427,13.803333333333333,4.750632334226412,258.5527088077758,"Washington, D.C.",North America,335942003,248083732,9372610,36.0935,4.24
URY,Uruguay,9.990240653548977,-7.873137572052278,15.242266666666668,5.940242202236139,558.4816187047157,Montevideo,South America,3429086,3117012,181034,18.9069,0.04
UZB,Uzbekistan,63.72671867381765,-4.388361325079242,24.38666666666666,9.178832675297631,348.3903306996214,Tashkent,Asia,33526656,20579100,447400,77.3975,0.43
VNM,Vietnam,43.13701364494613,-1.4414295113356819,19.082900000000002,7.050698568188049,5066.538803439218,Hanoi,Asia,96648685,66912613,331212,296.4472,1.23
ZMB,Zambia,139.12982161612436,0.24236887900422904,43.15256666666667,31.020740307974787,609.5015338971217,Lusaka,Africa,18927715,7686401,752612,26.5976,0.25
ZWE,Zimbabwe,51.81699074728198,-20.824303715401232,34.660399999999996,3.140039713256823,148.55066620413425,Harare,Africa,15669666,10113893,390757,41.7665,0.2
